Ministry/Entity;Buyer;Project Code;Code Nom;State Nom;Organisation;PerimGeo;Region;Date ;Duration;Montant prévisionnel HT (toutes périodes de reconduction incluses);Execution %;Exceution date
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;MBC pour l'exécution de travaux d'entretien et d'adaptation mineure tous corps d'états - BDD LMV - Départements du Rhône et de la Loire MARCHE 4 : étanchéité, charpente, couverture et charpente couverture métal;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T3;48;entre 1 MEuros et 10 MEuros;65%;19/8/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;Marché à bons de commande pour l'exécution de travaux d'entretien et d'adaptation mineure tous corps d'états - BDD VALENCE - Antenne de Valence de l'USID de LYON - Départements de la Drôme et de l'Ardèche MARCHE 4 : ETANCHEITE, CHARPENTE, COUVERTURE ET CHARPENTE, COUVERTURE METAL;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T3;48;entre 1 MEuros et 10 MEuros;48%;19/8/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;Marché à bons de commande pour l'exécution de travaux d'entretien et d'adaptation mineure tous corps d'états - BDD VALENCE - Antenne de Valence de l'USID de LYON - Départements de la Drôme et de l'Ardèche MARCHE 6 : ELECTRICITE;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T3;48;entre 1 MEuros et 10 MEuros;94%;18/9/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;MBC pour l'exécution de travaux d'entretien et d'adaptation tous corps d'état BDD CFD - secteur MOULINS LOT 3 : Menuiseries et aménagements intérieurs;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T4;48;entre 100 KEuros et 1 MEuros;47%;18/11/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Bordeaux;16- ANGOULEME - BDD ANGOULEME - Maintenance des systèmes de sécurité incendie et intrusion niv 1 à 5 + petits travaux d'adaptation capacitaire et maintenance GTB Lot n°1 - maintenance incendie et intrusion , Lot n°2 - maintenance des GTB tous types;37.02.12;Maintenance instal matériel de sécurité (accès, alarme);Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2018T4;48;entre 100 KEuros et 1 MEuros;60%;1/12/2018
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Bordeaux;33 - BORDEAUX - MERIGNAC - mise à niveau clôture et dispositif de détection intrusion;36.02.04;Travaux de mise aux normes bâtiment;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2018T4;12;entre 100 KEuros et 1 MEuros;53%;16/10/2018
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Bordeaux;33 - BORDEAUX - MERIGNAC -BA 106 - Réhabilitation des réseaux AEP et géothermie;36.03.04;Travaux de construction de VRD, ouvrages annexes;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2021T4;12;entre 1 MEuros et 10 MEuros;47%;25/10/2021
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Bordeaux;33 - BORDEAUX - BDD BORDEAUX - MERIGNAC - Marché à bons de commande sur bordereau de prix unitaires- Marché de Travaux-Ferronerie-Métallerie;37.03.01;Petits travaux de métallerie et serrurerie;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2020T2;48;entre 1 MEuros et 10 MEuros;88%;23/6/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Bordeaux;33 - BORDEAUX - BDD BORDEAUX - MERIGNAC - Exploitation, maintenance des installations de chauffage, de production d'ECS, de climatisation et rafraîchissement d'air, de VMC, convecteurs électriques, extraction d'air, hottes et plafonds filtrants, de disconnecteurs et clapets anti-retour, d'adoucisseurs d'eau;37.02.02;Maintenance chauffage, ventilation, climatisation (CVC);Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2021T4;48;entre 1 MEuros et 10 MEuros;61%;15/12/2021
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Bordeaux;33 - BORDEAUX - BDD BORDEAUX - MERIGNAC - Accord cadre à Bons de Commande - Maintenance des portes et portails de la BdD de Bordeaux Mérignac;37.02.06;Maintenance portes et portails;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2021T4;48;entre 100 KEuros et 1 MEuros;22%;15/11/2021
Plateformes régionales des achats de l'Etat;PFRA CENTRE VAL DE LOIRE;Accord cadre relatif à l’hébergement de personnes en situation de précarité;35.03.07;Frais hôtels et hébergement;Interministériel;Régional ou infra;CENTRE VAL DE LOIRE;2019T3;48;entre 100 KEuros et 1 MEuros;83%;20/9/2019
Plateformes régionales des achats de l'Etat;PFRA GRAND EST;Maintenance instal système de sécurité incendie (SSI);37.02.08;Maintenance instal système de sécurité incendie (SSI);Interministériel;Régional ou infra;GRAND EST;2019T4;48;entre 100 KEuros et 1 MEuros;39%;19/10/2019
Plateformes régionales des achats de l'Etat;PFRA GRAND EST;Maintenance matériel de restauration;41.04.07;Maintenance matériel de restauration;Interministériel;Régional ou infra;GRAND EST;2019T2;48;entre 1 MEuros et 10 MEuros;31%;7/5/2019
Plateformes régionales des achats de l'Etat;PFRA HAUTS DE France;Transport de fonds et d'objets d'art (ex PG 05,06,01);35.02.07;Transport de fonds et d'objets d'art;Interministériel;Régional ou infra;HAUTS DE France;2020T3;48;entre 1 MEuros et 10 MEuros;46%;13/7/2020
Plateformes régionales des achats de l'Etat;PFRA HAUTS DE France;Prestation de maîtrise d'œuvre (MOE);36.04.02;Prestation  de maîtrise d'œuvre (MOE);Interministériel;Régional ou infra;HAUTS DE France;2020T2;48;entre 1 MEuros et 10 MEuros;23%;14/5/2020
Plateformes régionales des achats de l'Etat;PFRA HAUTS DE France;Dératisation, désinfection, désinsectisation;37.01.06;Dératisation, désinfection, désinsectisation;Interministériel;Régional ou infra;HAUTS DE France;2020T4;48;entre 100 KEuros et 1 MEuros;56%;19/10/2020
Plateformes régionales des achats de l'Etat;PFRA HAUTS DE France;Prestation de mise sous plis et routage;35.01.08;Prestation de mise sous plis et routage;Interministériel;Régional ou infra;HAUTS DE France;2019T4;48;entre 1 MEuros et 10 MEuros;80%;13/10/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Bordeaux;31 - BDD TOULOUSE - Marché de maintenance des installations électriques (SOS depannage) - BDD (hors DGA) Phase offres;37.02.01;Maintenance instal électr (courant faible et fort, HT-BT);Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2018T4;48;entre 1 MEuros et 10 MEuros;82%;23/11/2018
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Bordeaux;79 - SAINT MAIXENT - ABOVILLE Construction d'un bâtiment hébergement EVAT 149 places;36.02.01;Travaux construction bâtiment neuf;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2021T2;12;entre 100 KEuros et 1 MEuros;28%;15/5/2021
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Bordeaux;17 - ROCHEFORT - BDD ROCHEFORT - Accord-cadre à bons de commande pour l'exécution des travaux d'entretien, de réparation, d'amélioration et d'adaptation mineures dans les immeubles militaires dépendant de l'USID de Rochefort relatif au gros-œuvre, carrelage, plâtrerie, peinture, revêtement sol, menuiseries bois et plafonds suspendus;37.03.04;Petits travaux de maçonnerie et cloisons;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2021T1;48;entre 1 MEuros et 10 MEuros;63%;14/3/2021
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Bordeaux;79 - SAINT MAIXENT - BDD SAINT MAIXENT - Maintenance et entretien des alarmes incendie;37.02.08;Maintenance instal système de sécurité incendie (SSI);Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2019T2;48;entre 100 KEuros et 1 MEuros;57%;9/4/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Bordeaux;82 - MONTAUBAN - Restructuration du bât 008 en logements;36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2018T4;12;entre 100 KEuros et 1 MEuros;34%;24/11/2018
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Bordeaux;86 - POITIERS - Construction de bâtiments pour le projet SCORPION;36.04.02;Prestation de maîtrise d'œuvre (MOE);Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2018T4;12;entre 1 MEuros et 10 MEuros;87%;14/12/2018
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Toulon;BAN- Rénovation du casernement LUCAS/LE MARESQUIER- marché de travaux;36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;PACA;2019T3;12;entre 1 MEuros et 10 MEuros;17%;8/8/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Toulon;HYE - BPL - Port avis remplacement ex-Suffren - Diag et levée de doute;36.04.03;Étude préalable, audit, expertise liés aux travaux;Ministériel;Régional ou infra;PACA;2018T4;12;entre 100 KEuros et 1 MEuros;95%;23/10/2018
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Toulon;BPL - Construction d'un bâtiment Cibles;36.02.01;Travaux construction bâtiment neuf;Ministériel;Régional ou infra;PACA;2019T4;12;entre 1 MEuros et 10 MEuros;49%;5/10/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Toulon;BAN Hyères : création d'une caserne SSIS - Etudes;36.04.02;Prestation de maîtrise d'œuvre (MOE);Ministériel;Régional ou infra;PACA;2019T4;12;entre 100 KEuros et 1 MEuros;72%;27/10/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Toulon;BPL - Port Avis - Création d'un terminal roulier;36.02.01;Travaux construction bâtiment neuf;Ministériel;Régional ou infra;PACA;2019T4;12;entre 1 MEuros et 10 MEuros;80%;11/11/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Toulon;BNT – FREMM - Adaptation de la partie sud du quai Dupuy de Lôme;36.03.04;Travaux de construction de VRD, ouvrages annexes;Ministériel;Régional ou infra;PACA;2019T4;12;entre 100 KEuros et 1 MEuros;28%;28/12/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Toulon;Saint Mandrier - Construction d'une soute à munitions;36.02.01;Travaux construction bâtiment neuf;Ministériel;Régional ou infra;PACA;2020T4;12;entre 1 MEuros et 10 MEuros;40%;24/11/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Toulon;Rénovation des bâtiments K et R pour regroupement de l'OIA plongée et activités Nédex - Rénovation du bâtiment R et du Bob Maloubier;36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;PACA;2020T4;12;entre 100 KEuros et 1 MEuros;67%;2/12/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Toulon;Réhabilitation intérieure du bâtiment Olivier;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;PACA;2020T4;12;entre 100 KEuros et 1 MEuros;35%;25/12/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Toulon;Construction du CTBRC (Centre de traitement des blessés radio-contaminés);36.02.01;Travaux construction bâtiment neuf;Ministériel;Régional ou infra;PACA;2020T4;12;entre 1 MEuros et 10 MEuros;93%;9/12/2020
Plateformes régionales des achats de l'Etat;PFRA ILE DE France;Transport de personnes spé handicapés et médicalisé;35.03.01;Transport de personnes spé handicapés et médicalisé;Interministériel;Régional ou infra;ILE DE France;2020T2;48;entre 1 MEuros et 10 MEuros;54%;3/6/2020
Plateformes régionales des achats de l'Etat;PFRA ILE DE France;Formation management, communication et RH;40.02.02;Formation management, communication et RH;Interministériel;Régional ou infra;ILE DE France;2020T3;48;entre 1 MEuros et 10 MEuros;44%;6/8/2020
Plateformes régionales des achats de l'Etat;PFRA ILE DE France;Travaux de dépollution, décontamination;36.02.06;Travaux de dépollution, décontamination;Interministériel;Régional ou infra;ILE DE France;2019T3;48;entre 1 MEuros et 10 MEuros;71%;1/7/2019
Plateformes régionales des achats de l'Etat;PFRA NORMANDIE;MAINTENANCE ASCENSEUR;37.02.04;Maintenance ascenseur, monte charge, escalier mécanique;Interministériel;Régional ou infra;NORMANDIE;2018T4;48;entre 100 KEuros et 1 MEuros;13%;13/10/2018
Plateformes régionales des achats de l'Etat;PFRA OCCITANIE;Collecte, traitement déchet non dang, yc déchets indus banals;41.06.01;Collect, traitement déchet non dang, yc déchets indus banals;Interministériel;Régional ou infra;OCCITANIE;2019T4;48;entre 100 KEuros et 1 MEuros;43%;12/10/2019
Plateformes régionales des achats de l'Etat;PFRA OCCITANIE;séparation des hydrocarbures avec entretien des fosses de relevage eaux usées-pluviales.;37.02.02;Maintenance chauffage, ventilation, climatisation (CVC);Interministériel;Régional ou infra;OCCITANIE;2019T4;48;entre 100 KEuros et 1 MEuros;75%;17/10/2019
Plateformes régionales des achats de l'Etat;PFRA PAYS DE LA LOIRE;Maintenance instal système de sécurité incendie (SSI);37.02.08;Maintenance instal système de sécurité incendie (SSI);Interministériel;Régional ou infra;PAYS DE LA LOIRE;2019T2;48;entre 1 MEuros et 10 MEuros;21%;21/5/2019
Ministère de la Justice;CA PARIS;Enlèvement et élmination des déchets de la COUR D'APPEL DE PARIS - CA PARIS;41.06.01;Collect, traitement déchet non dang, yc déchets indus banals;Ministériel;Régional ou infra;ILE DE France;2018T4;48;entre 100 KEuros et 1 MEuros;62%;7/12/2018
Ministère de la Justice;CA BASTIA;Loyer locaux archives Ajaccio;36.01.02;Loyers privés hors logement;Ministériel;Régional ou infra;CORSE;2018T4;108;entre 100 KEuros et 1 MEuros;57%;14/12/2018
Ministère de la Justice;CA BORDEAUX;Exploitation, maintenance et entretien des installations techniques du Palais de Justice de Périgueux;37.05.02;Contrat de maintenance multitechniques;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2019T4;36;entre 100 KEuros et 1 MEuros;92%;4/11/2019
Ministère de la Justice;CA PARIS;ACEM DES BATIMENTS DU PALAIS DE JUSTICE DE MEAUX - AJ MEAUX;40.01.06;Conseil et expertise métier yc recherche et développement;Ministériel;Régional ou infra;ILE DE France;2019T4;48;entre 100 KEuros et 1 MEuros;83%;10/11/2019
Ministère de la Justice;DISP GRAND-OUEST (Rennes);NANTES CP – mise en place d'une clôture au QMA Nantes;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;BRETAGNE;2019T3;36;entre 100 KEuros et 1 MEuros;66%;26/9/2019
Ministère de la Justice;CA LIMOGES;Maintenance multitechnique de la cité judiciaire de Limoges (TGI / TI / TC);37.05.02;Contrat de maintenance multitechniques;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2020T4;48;entre 100 KEuros et 1 MEuros;41%;18/11/2020
Ministère de la Justice;DISP ILE-DE-FRANCE (Paris);Fournitures et livraison de couverture pour les EP de la DISP;41.05.01;Produits textiles (tissus);Ministériel;Inter-régionnal;ILE DE France;2019T3;48;entre 100 KEuros et 1 MEuros;54%;6/8/2019
